	index	Dataset	Unit Id	Title Id	Title	Snippet Id	Snippet	Overlapping Snippet	Snippet Relevance Score	Number of Relevant Mentions	Overall Sentiment-Intensity	Relevant Mention	Relevant Mention Score	Positive Sentiment	Negative Sentiment	Neutral Sentiment	High Intensity	Low Intensity	Medium Intensity	Title Snippet Index
0	0	DS1	266	29729	Southern Ocean whale slaughter to resume	10-NonOver	`` And for that very reason , we 're doing our very best and are succeeding in keeping up with the factory whaling ship .	0	0.11	1	1.0			1.0	0.0	0.0	0.316227766	0.0	0.9486832981	10
1	1	DS1	17	31648	Greenpeace, Sea Shepherds end Southern Ocean whaling protest	10-Over	`` For a month now we have dogged , delayed and disrupted the whaling fleet in the Southern Ocean Whale Sanctuary , and have no doubt that they have fallen far behind in their bid to slaughter 935 minke whales and 10 endangered fin whales .	1	0.47	6	1.0			1.0	0.0	0.0	0.2182178902	0.4364357805	0.8728715609	10
2	2	DS1	49	120875	500 stranded melon-headed whales rescued in Philippine bay	5-Over	Using dozens of fishing boats with machines shut down and bare hands , more than 100 village fishermen and volunteers along with BFAR , local police and Philippine Coast Guard personnel have joined the massive rescue .	1	0.46	4	1.0			1.0	0.0	0.0	0.6246950476	0.0	0.7808688094	5
3	3	DS1	6	123451	One day after attempted rescue, six stranded whales die on Australian beach	9-Over	The other four whales rescued Tuesday are still believed to be at sea , and department officials are monitoring the ocean to verify their safety .	1	0.3	2	1.0			1.0	0.0	0.0	0.0	0.5144957554	0.8574929257	9
4	4	DS1	263	18187	Greenpeace tries to thwart Chesapeake Bay fishing fleet	15-Over	The Chesapeake Bay Foundation , a not-for-profit organization , had praise for Maryland Governor Robert Ehrlich , and the state 's Department of Natural Resources .	1	0.26	3	1.0			0.9899494937	0.0	0.1414213562	0.0	0.8574929257	0.5144957554	15
5	5	DS1	145	25940	"Japan to hunt 950 whales for ""scientific research"""	31-Over	`` There 's also increasing evidence that non-lethal means can be used to take data from whales to obtain information about whaling stocks . ''	1	0.14	3	1.0			0.9899494937	0.0	0.1414213562	0.1825741858	0.9128709292	0.3651483717	31
6	6	DS1	160	31479	Rescue teams try to save London whale	9-Over	They hope to be able to release the whale in as deep water as possible , but only if it is in good enough health .	1	0.68	8	1.0			0.9899494937	0.0	0.1414213562	0.0	0.7071067812	0.7071067812	9
7	7	DS1	180	28661	Greenpeace activists clash with Japanese whaling fleet in Southern Ocean	8-Over	In inflatables carrying banners which read `` defend the whales '' and `` stop the whaling , '' crew from the two ships declared their intention to stop the hunt .	1	0.33	5	1.0			0.9863939238	0.0	0.1643989873	0.7276068751	0.4850712501	0.4850712501	8
8	8	DS1	233	7290	13 pilot whales returning to sea, off Western Australia	8-Over	One CALM officer , Neil Taylor , told ABC News dozens of his colleagues and community volunteers had helped the whales survive throughout the night .	1	0.34	1	1.0			0.9863939238	0.1643989873	0.0	0.2182178902	0.8728715609	0.4364357805	8
9	9	DS1	21	31648	Greenpeace, Sea Shepherds end Southern Ocean whaling protest	13-Over	Hideki Moronuki from Japan 's Fisheries Agency is pleased the whaling mission will no longer be obstructed : `` Although Greenpeace say that they 're activities are peaceful , their activities are really dangerous and illegal , '' he said .	1	0.69	7	1.0			0.9863939238	0.1643989873	0.0	0.1924500897	0.1924500897	0.9622504486	13
10	10	DS1	87	87842	Japan backs down from hunting Humpback whales	4-Over	Today 's decision will save 50 humpback whales that Japanese whalers had planned to catch and kill in Antarctic waters .	1	0.82	12	1.0			0.9805806757	0.1961161351	0.0	0.2672612419	0.5345224838	0.8017837257	4
11	11	DS1	222	8453	Australian blitz on fish poaching	19-NonOver	`` Provide the extra funding , provide the extra resources to the Navy and the Customs and then they will be able to stop the illegal boats , not only when they run an operation but every day , every week , every month , '' Mr Vatskalis told the ABC .	0	0.12	1	1.0			0.9733285268	0.1622214211	0.1622214211	0.1825741858	0.3651483717	0.9128709292	19
12	12	DS1	270	29729	Southern Ocean whale slaughter to resume	15-Over	The whalers have been unable to kill any whales since Christmas Eve due to poor weather and harassment by Greenpeace vessels , and the Washington-based Sea Shepherd ship , RV Farley Mowat .	1	0.31	3	1.0			0.9733285268	0.1622214211	0.1622214211	0.4264014327	0.6396021491	0.6396021491	15
13	13	DS1	69	43426	IWC passes pro-whaling resolution after close vote	4-Over	The vote is considered a victory for Japan , which has long argued for a return to commercial whaling , and has been ` recruiting ' sympathetic nations to join the IWC in order to bolster its vote .	1	0.82	10	1.0			0.9622504486	0.1924500897	0.1924500897	0.0	0.8	0.6	4
14	14	DS1	163	31479	Rescue teams try to save London whale	14-Over	The whale sightings have captivated the British public , with spectators lining the banks of the Thames to take photographs and try and spot the whale .	1	0.38	7	1.0			0.9615239476	0.0	0.2747211279	0.1561737619	0.3123475238	0.9370425713	14
15	15	DS1	231	7290	13 pilot whales returning to sea, off Western Australia	6-Over	Several power boats and a spotter plane were escorting the surviving whales towards Cape Naturalist , in an operation expected to take several hours .	1	0.34	3	1.0			0.9486832981	0.0	0.316227766	0.1961161351	0.7844645406	0.5883484054	6
16	16	DS1	158	25940	"Japan to hunt 950 whales for ""scientific research"""	27-Over	He has advised that the Australian Government has very strong grounds to take Japan to in the International Law of the Sea to stop `` scientific '' whaling .	1	0.64	3	1.0			0.9486832981	0.0	0.316227766	0.6396021491	0.4264014327	0.6396021491	27
17	17	DS1	68	43426	IWC passes pro-whaling resolution after close vote	22-Over	Japanese commissioner , Mr Minoru Morimoto , praised the winning vote and said the declaration `` added weight to Japan 's proposal to normalize the IWC and bring it back to its original function of managing and regulating sustainable commercial whaling . ''	1	0.49	9	1.0			0.9486832981	0.0	0.316227766	0.4082482905	0.4082482905	0.8164965809	22
18	18	DS1	66	120875	500 stranded melon-headed whales rescued in Philippine bay	6-Over	With great difficulty , the emergency team has waded into the chest-deep water , clapping their hands and hitting the surface to guide and drive the whales farther away from the coastal shore to deeper waters .	1	0.54	7	1.0			0.9370425713	0.1561737619	0.3123475238	0.1561737619	0.3123475238	0.9370425713	6
19	19	DS1	8	31550	London whale dies	6-NonOver	A humane killing had been considered .	0	0.1	1	1.0			0.9370425713	0.3123475238	0.1561737619	0.1561737619	0.9370425713	0.3123475238	6
20	20	DS1	134	84170	Japan fishermen clash with surfers over 2007 dolphin hunt	10-Over	As the demand for whale and dolphin meat for use in sushi has declined , the Government of Japan now has to financially subsidize the industry to support the local economy .	1	0.18	3	1.0			0.9370425713	0.3123475238	0.1561737619	0.0	0.4472135955	0.894427191	10
21	21	DS1	228	7290	13 pilot whales returning to sea, off Western Australia	10-Over	`` I think the plan is that the vet will be there again [ today ] and will give them some vitamins to kick them along before they actually take their swim out to sea . ''	1	0.7	6	1.0			0.9284766909	0.0	0.3713906764	0.4850712501	0.7276068751	0.4850712501	10
22	22	DS1	271	29729	Southern Ocean whale slaughter to resume	35-Over	`` As far as I am concerned both Sea Shepherd and Greenpeace are working towards a common objective -- the shutting down of illegal whaling in the Southern Ocean , '' said Paul Watson .	1	0.56	5	1.0			0.9128709292	0.1825741858	0.3651483717	0.0	0.5144957554	0.8574929257	35
23	23	DS1	168	31479	Rescue teams try to save London whale	4-Over	Rescue teams quickly moved the whale onto an inflatable pontoon , keeping the whale in water but with its blowhole above the surface .	1	0.66	6	1.0			0.9128709292	0.1825741858	0.3651483717	0.1961161351	0.7844645406	0.5883484054	4
24	24	DS1	162	31479	Rescue teams try to save London whale	16-Over	Initial plans to transfer the whale from the barge `` Crossness '' to a deep-sea ship have been abandoned as the condition of the whale deteriorates , but it is still hoped to release the whale in the Thames estuary .	1	0.59	7	1.0			0.9128709292	0.1825741858	0.3651483717	0.0	0.7071067812	0.7071067812	16
25	25	DS1	78	43426	IWC passes pro-whaling resolution after close vote	18-NonOver	In response , Greenpeace says they were dedicated to the principles of `` peaceful protests '' , adding that the threat was to the world 's whales .	0	0.11	1	1.0			0.9128709292	0.1825741858	0.3651483717	0.1961161351	0.5883484054	0.7844645406	18
26	26	DS1	38	139305	Humpback whale found dead in River Thames, England	4-Over	It was the first whale of its kind to be found in the river .	1	0.71	4	1.0			0.9128709292	0.1825741858	0.3651483717	0.1961161351	0.5883484054	0.7844645406	4
27	27	DS1	41	139305	Humpback whale found dead in River Thames, England	15-Over	`` Although it 's obviously a sad outcome in this instance , the post-mortem examination has given us a rare opportunity to examine a truly extraordinary animal at close quarters .	1	0.12	1	1.0			0.9128709292	0.1825741858	0.3651483717	0.0	0.7071067812	0.7071067812	15
28	28	DS1	224	8453	Australian blitz on fish poaching	10-Over	A 1906 Australian claim on as much as 80 % of the waters has since been softened by a Memorandum of Understanding ( MOU ) between the two governments , recognizing some traditional fishing rights .	1	0.39	3	1.0			0.894427191	0.0	0.4472135955	0.0	0.4472135955	0.894427191	10
29	29	DS1	172	28687	Japanese whaling ship to dock in Hobart	6-Over	Greenpeace CEO Steve Shallhorn said that it is an opportunity for Australia to demonstrate its opposition .	1	0.16	6	1.0			0.894427191	0.0	0.4472135955	0.174077656	0.6963106238	0.6963106238	6
30	30	DS1	137	58447	Ship accident in Norwegian sea causes environmental catastrophe	5-NonOver	The entire 25-man crew was brought to land around 9pm by a Sea King-helicopter .	0	0.22	2	1.0			0.894427191	0.0	0.4472135955	0.2357022604	0.9428090416	0.2357022604	5
31	31	DS1	83	87842	Japan backs down from hunting Humpback whales	9-NonOver	`` I think there 's little doubt the Australian intervention has caused Tokyo to change its mind , '' he said .	0	0.3	5	1.0			0.894427191	0.0	0.4472135955	0.1561737619	0.3123475238	0.9370425713	9
32	32	DS1	202	28661	Greenpeace activists clash with Japanese whaling fleet in Southern Ocean	13-Over	`` We 're going to do everything we can over the coming weeks to interfere with the whaling process , and stop the whales being killed , '' he said , `` our small boats will be putting themselves between the harpoon and the whale .	1	0.4	8	1.0			0.894427191	0.4472135955	0.0	0.8703882798	0.3481553119	0.3481553119	13
33	33	DS1	173	28687	Japanese whaling ship to dock in Hobart	9-Over	`` In some respects it can be counter-productive although I share the passion , I share their objective , we share of the objective of trying to stop whaling , '' he said .	1	0.08	1	1.0			0.894427191	0.4472135955	0.0	0.5070925528	0.1690308509	0.8451542547	9
34	34	DS1	183	31648	Greenpeace, Sea Shepherds end Southern Ocean whaling protest	19-NonOver	Greenpeace Expedition Leader Shane Rattenbury has defended the risks taken by activists during the protests .	0	0.43	2	1.0			0.8728715609	0.2182178902	0.4364357805	0.0	0.9284766909	0.3713906764	19
35	35	DS1	221	8453	Australian blitz on fish poaching	17-Over	An Indonesian fisherman was last week fined $ A130 ,000 , setting a new record , after his boat was caught off with over 100kg of dried reef fish , 300kg of fish on ice and 10kg of dried shark fin .	1	0.24	4	1.0			0.8728715609	0.4364357805	0.2182178902	0.4850712501	0.4850712501	0.7276068751	17
36	36	DS1	169	31479	Rescue teams try to save London whale	8-Over	The British Divers Marine Life Rescue team lead the rescue effort .	1	0.66	6	1.0			0.8574929257	0.0	0.5144957554	0.5883484054	0.1961161351	0.7844645406	8
37	37	DS1	164	31479	Rescue teams try to save London whale	11-NonOver	The rescue mission is being filmed by television crews , including from helicopters , and broadcast live onto rolling news channels .	0	0.76	3	1.0			0.8574929257	0.0	0.5144957554	0.0	0.8574929257	0.5144957554	11
38	38	DS1	82	87842	Japan backs down from hunting Humpback whales	8-NonOver	Greenpeace Australia 's chief Steve Shallhorn , says it was Australia 's firm stand that forced Tokyo 's turnaround .	0	0.39	3	1.0			0.8574929257	0.0	0.5144957554	0.0	0.5144957554	0.8574929257	8
39	39	DS1	76	88610	Sperm whale stranded off coast of Florida in the US	8-Over	A sheriff 's office boat is there to keep the interested public at an appropriate , safe distance .	1	0.13	1	1.0			0.8451542547	0.1690308509	0.5070925528	0.0	0.9922778767	0.1240347346	8
40	40	DS1	51	120875	500 stranded melon-headed whales rescued in Philippine bay	26-Over	Dr Aragones , who holds a PhD on Tropical Environmental Studies ( Marine Ecology ) from Australia 's James Cook University , explained that `` the melon-headed whales of the dolphin family have sophisticated navigation systems that operate on a principle similar to sonar instruments used in submarines .	1	0.42	3	1.0			0.8320502943	0.0	0.5547001962	0.123091491	0.9847319278	0.123091491	26
41	41	DS1	130	120875	500 stranded melon-headed whales rescued in Philippine bay	27-NonOver	Like humans , dolphins also follow a ` leader ' of their pod .	0	0.1	1	1.0			0.8320502943	0.0	0.5547001962	0.3333333333	0.6666666667	0.6666666667	27
42	42	DS1	283	31392	Whale spotted in river Thames, Central London	6-Over	Normally found in the North Atlantic , there have been sightings of a second whale near Southend .	1	0.24	4	1.0			0.8017837257	0.2672612419	0.5345224838	0.2357022604	0.2357022604	0.9428090416	6
43	43	DS1	236	12184	International Whaling Commission adjourns for private talks	4-NonOver	Australia attempted to stop the adjournment accusing Japan of trying to stall the vote .	0	0.39	4	1.0			0.8017837257	0.5345224838	0.2672612419	0.4472135955	0.0	0.894427191	4
44	44	DS1	206	18187	Greenpeace tries to thwart Chesapeake Bay fishing fleet	10-Over	Chesapeake Bay menhaden are considered an important food source for fish species popular with sports fisherman .	1	0.29	3	1.0			0.8	0.0	0.6	0.0	0.8	0.6	10
45	45	DS1	20	31648	Greenpeace, Sea Shepherds end Southern Ocean whaling protest	8-Over	She said : `` it is now time to focus action on those controlling the whaling fleet . ''	1	0.28	2	1.0			0.7844645406	0.1961161351	0.5883484054	0.316227766	0.9486832981	0.0	8
46	46	DS1	25	31648	Greenpeace, Sea Shepherds end Southern Ocean whaling protest	12-Over	Japan has welcomed Greenpeace 's decision to leave the Southern Ocean .	1	0.88	11	1.0			0.7844645406	0.1961161351	0.5883484054	0.1622214211	0.9733285268	0.1622214211	12
47	47	DS1	104	48098	Confrontation between Greenpeace and fishermen off Marseille	5-Over	The confrontation was settled when Greenpeace accepted that a ship of the French Navy , the oceanic tug Abeille Flandre , escort her to another harbour for supply , before leaving for Spain .	1	0.8	10	1.0			0.7844645406	0.1961161351	0.5883484054	0.0	0.7071067812	0.7071067812	5
48	48	DS1	56	149645	48 whales beached in New Zealand	10-Over	`` We really just stood with them and as the tide came in and started floating , we were just able to push them out and away they went , '' said a local , Ted Haowden , as quoted by United Press International .	1	0.1	1	1.0			0.7844645406	0.1961161351	0.5883484054	0.1961161351	0.7844645406	0.5883484054	10
49	49	DS1	204	28661	Greenpeace activists clash with Japanese whaling fleet in Southern Ocean	10-Over	`` We positioned our two ships to the stern of the Japanese mother ship in order to prevent the whale being transferred on to the ship and we were successful in stopping that process for about 45-minutes , '' said Mr Rattenbury , describing a capture boat ramming the Greenpeace ship in an attempt to push it clear .	1	0.56	6	1.0			0.7844645406	0.5883484054	0.1961161351	0.0	0.7071067812	0.7071067812	10
50	50	DS1	176	29729	Southern Ocean whale slaughter to resume	16-Over	The Sea Shepherd is operating independently of Greenpeace but say they are working towards a common objective -- `` the shutting down of illegal whaling in the Southern Ocean . ''	1	0.72	4	1.0			0.7808688094	0.0	0.6246950476	0.5773502692	0.5773502692	0.5773502692	16
51	51	DS1	196	28661	Greenpeace activists clash with Japanese whaling fleet in Southern Ocean	9-Over	Leader of the Greenpeace expedition , Shane Rattenbury said their eight small boats have begun to `` interfere '' with the whaling process .	1	0.9	9	1.0			0.7715167498	0.6172133998	0.15430335	0.4423258685	0.8846517369	0.1474419562	9
52	52	DS1	118	43426	IWC passes pro-whaling resolution after close vote	10-NonOver	The stated aims of scientific whaling are to examine the stomach contents of captured whales , in order to examine the whale ecosystem and the effect that whales may have on fish stocks .	0	0.08	1	1.0			0.7427813527	0.3713906764	0.5570860145	0.3481553119	0.8703882798	0.3481553119	10
53	53	DS1	194	28661	Greenpeace activists clash with Japanese whaling fleet in Southern Ocean	22-Over	The area in which the Japanese fleet is hunting has been designated as the Antarctic Whale Sanctuary , in an effort to allow whale populations to recover after stocks were depleted during the commercial whaling of the last century .	1	0.18	4	1.0			0.7276068751	0.4850712501	0.4850712501	0.4850712501	0.4850712501	0.7276068751	22
54	54	DS1	268	29729	Southern Ocean whale slaughter to resume	8-Over	Greenpeace plan to maintain their efforts to keep the whalers in the public eye .	1	0.31	1	1.0			0.7276068751	0.4850712501	0.4850712501	0.0	0.8	0.6	8
55	55	DS1	258	18187	Greenpeace tries to thwart Chesapeake Bay fishing fleet	27-Over	A Chesapeake Bay Foundation senior scientist , William J. Goldsborough , said , `` I believe that a cap on the purse seine catch of menhaden at current levels , covering the total catch as well as removals from Chesapeake Bay , would be a prudent measure to adopt . ''	1	0.57	8	1.0			0.7071067812	0.0	0.7071067812	0.0	0.9701425001	0.242535625	27
56	56	DS1	247	32104	Anti-whaling Sea Shepherd crew detained in South Africa	9-Over	According to Scoop Independent , the ship and crew have been detained due to the International Maritime Organization 's ISPS Code .	1	0.45	4	1.0			0.7071067812	0.0	0.7071067812	0.2357022604	0.2357022604	0.9428090416	9
57	57	DS1	117	43426	IWC passes pro-whaling resolution after close vote	11-NonOver	However , the whale meat from scientific whaling catches is usually sold commercially in order to fund the research .	0	0.08	1	1.0			0.7071067812	0.0	0.7071067812	0.0	0.9486832981	0.316227766	11
58	58	DS1	50	120875	500 stranded melon-headed whales rescued in Philippine bay	12-NonOver	Joson and his son , Joey , a fisherman like him , have rushed home at about 4 a.m. to report the pod sighting .	0	0.08	1	1.0			0.7071067812	0.0	0.7071067812	0.1961161351	0.5883484054	0.7844645406	12
59	59	DS1	9	31550	London whale dies	7-Over	The whale managed to gather two days worth of media attention , with Londoners and people all over the world captivated by the unusual story .	1	0.87	4	1.0			0.6963106238	0.174077656	0.6963106238	0.1400280084	0.9801960588	0.1400280084	7
60	60	DS1	28	31648	Greenpeace, Sea Shepherds end Southern Ocean whaling protest	6-Over	Greenpeace say they will now switch the focus of the campaign to shed light on the corporate entities behind the commercial whaling industry .	1	0.71	5	1.0			0.6963106238	0.174077656	0.6963106238	0.1240347346	0.9922778767	0.0	6
61	61	DS1	47	120875	500 stranded melon-headed whales rescued in Philippine bay	7-Over	`` The mammals were at first thought to have been dolphins , but experts then identified them as melon-headed whales , '' local veterinarian Mariel Flores said .	1	0.84	4	1.0			0.6963106238	0.174077656	0.6963106238	0.1561737619	0.9370425713	0.3123475238	7
62	62	DS1	220	8453	Australian blitz on fish poaching	5-Over	`` I think all of the illegal vessels up there , because of their inter-vessel communication will now be aware that there is a major sting on by the Australian authorities and those that have n't been arrested , I think will be hightailing it back to Indonesian ports as we speak , '' said Senator MacDonald .	1	0.12	4	1.0			0.6882472016	0.2294157339	0.6882472016	0.0	0.6	0.8	5
63	63	DS1	214	8496	Norwegian whaling season starts with highest quota in a decade	4-Over	Last years quota of 670 was raised this year despite fishermen failing to reach their quota last year .	1	0.67	6	1.0			0.6882472016	0.2294157339	0.6882472016	0.0	0.9284766909	0.3713906764	4
64	64	DS1	55	120875	500 stranded melon-headed whales rescued in Philippine bay	4-Over	The Philippines Bureau of Fisheries and Aquatic Resources ( BFAR ) said its has responded to the reported mass `` stranding '' of whales off Pilar coastal waters in the province of Bataan where the famous and historic Corregidor Island is located .	1	0.99	13	1.0			0.6882472016	0.2294157339	0.6882472016	0.2182178902	0.8728715609	0.4364357805	4
65	65	DS1	285	31392	Whale spotted in river Thames, Central London	5-Over	The whale is said to be looking healthy , although some fear that the whale may beach itself as it tried to do before rescuers forced it back into the middle of the river .	1	0.08	2	1.0			0.6882472016	0.6882472016	0.2294157339	0.0	0.9284766909	0.3713906764	5
66	66	DS1	2	43426	IWC passes pro-whaling resolution after close vote	6-Over	Previous votes during the conference had been narrowly won by the anti-whaling group of countries , including a motion to introduce secret ballots , to introduce an exemption allowing Japanese coastal communities to whale , the elimination of a Southern Ocean whale sanctuary and a block on the IWC discussing dolphins and porpoises .	1	0.3	4	1.0			0.6666666667	0.6666666667	0.3333333333	0.0	0.7071067812	0.7071067812	6
67	67	DS1	239	18187	Greenpeace tries to thwart Chesapeake Bay fishing fleet	5-NonOver	The Coast Guard was called in and ended the confrontation peacefully .	0	0.14	1	1.0			0.6396021491	0.4264014327	0.6396021491	0.0	0.9486832981	0.316227766	5
68	68	DS1	276	30046	Indonesian fishermen jailed for fishing offences in Australian waters	7-NonOver	The WA Fisheries Department says the jail terms reflect the seriousness with which the offence is being viewed .	0	0.36	6	1.0			0.6396021491	0.4264014327	0.6396021491	0.1961161351	0.7844645406	0.5883484054	7
69	69	DS1	57	149645	48 whales beached in New Zealand	14-Over	Scientists do n't know why the whales become stranded .	1	0.58	1	1.0			0.6396021491	0.4264014327	0.6396021491	0.1825741858	0.9128709292	0.3651483717	14
70	70	DS1	90	32104	Anti-whaling Sea Shepherd crew detained in South Africa	15-Over	The official said the detention was in line with Canadian maritime laws and followed correspondence from Canada requesting the authorities check the ship .	1	0.63	6	1.0			0.6246950476	0.0	0.7808688094	0.1561737619	0.9370425713	0.3123475238	15
71	71	DS1	74	123451	One day after attempted rescue, six stranded whales die on Australian beach	12-Over	The whales tried swimming back to shore shortly after the Tuesday rescue , but conservation officials guided them to deeper waters with the hopes that they would stay out at sea .	1	0.15	1	1.0			0.6246950476	0.0	0.7808688094	0.1561737619	0.9370425713	0.3123475238	12
72	72	DS1	19	31648	Greenpeace, Sea Shepherds end Southern Ocean whaling protest	15-NonOver	They escaped serious injury when the Japanese allegedly rammed their vessel , and when a protester was pulled overboard by a harpoon rope .	0	0.42	3	1.0			0.6172133998	0.7715167498	0.15430335	0.4423258685	0.1474419562	0.8846517369	15
73	73	DS1	99	101383	Protester says Japanese whalers shot him	25-NonOver	Last month Australia released film of whale slaughter taken from its customs ship , the Oceanic Viking , and said the footage could be used in a potential international legal challenge to Japan 's whaling activities .	0	0.2	3	1.0			0.6172133998	0.7715167498	0.15430335	0.3333333333	0.6666666667	0.6666666667	25
74	74	DS1	129	120875	500 stranded melon-headed whales rescued in Philippine bay	30-Over	Dr Aragones said `` BFAR , UPIESM , and the Ocean Adventure Marine Park in Subic started the Philippine Marine Mammals Stranding Network ( PMMSN ) in 2005 as a response to cetacean strandings or beachings . ''	1	0.15	2	1.0			0.6	0.0	0.8	0.0	0.9863939238	0.1643989873	30
75	75	DS1	192	28661	Greenpeace activists clash with Japanese whaling fleet in Southern Ocean	14-Over	In a radio call to the whaling vessels , from the bridge of the Arctic Sunrise , Yuko Hirono , of Greenpeace Japan called upon the whalers to stop killing whales `` and leave the internationally recognised Southern Ocean Whale Sanctuary . ''	1	0.74	15	1.0			0.5883484054	0.1961161351	0.7844645406	0.3651483717	0.9128709292	0.1825741858	14
76	76	DS1	191	28661	Greenpeace activists clash with Japanese whaling fleet in Southern Ocean	23-Over	Seventy crew and campaigners from 19 countries are on board the two Greenpeace vessels , including the UK , Netherlands , Canada , Australia , Ghana , Russia , Norway , Denmark , USA , France , Italy , Japan , Ireland , India , New Zealand , Spain , Sweden , Austria and Argentina .	1	0.28	3	1.0			0.5883484054	0.1961161351	0.7844645406	0.0	0.8574929257	0.5144957554	23
77	77	DS1	184	31648	Greenpeace, Sea Shepherds end Southern Ocean whaling protest	9-Over	Greenpeace Southern Ocean Expedition Leader Shane Rattenbury said , `` Logistically we can not remain in the Southern Ocean any longer , but this certainly is n't the last you 'll hear of us ... We now need the public to focus their attention on the corporates linked to the commercial whaling . ''	1	0.61	6	1.0			0.5883484054	0.1961161351	0.7844645406	0.0	0.8574929257	0.5144957554	9
78	78	DS1	88	32104	Anti-whaling Sea Shepherd crew detained in South Africa	8-NonOver	According to SAMSA , the detention adheres to Canadian maritime laws and followed correspondence from Canada , who requested that the authorities check the ship .	0	0.1	1	1.0			0.5883484054	0.1961161351	0.7844645406	0.0	1.0	0.0	8
79	79	DS1	144	29729	Southern Ocean whale slaughter to resume	5-Over	Greenpeace has two ships , MV Esperanza and MV Arctic Sunrise , active near Antarctica , in an effort to disrupt the whalers , who intend on slaughtering over 900 Minke whales and 10 Fin whales in the region this summer .	1	0.63	6	1.0			0.5883484054	0.7844645406	0.1961161351	0.3651483717	0.1825741858	0.9128709292	5
80	80	DS1	182	31008	Australians unite against whaling in Southern Ocean	5-Over	Japan &#39; s JARPA Japanese Whale Research Program was allowed to operate under a Special Permit in the Antarctic according to Article VIII of the International Convention for the Regulation of Whaling .	1	0.1	1	1.0			0.5773502692	0.5773502692	0.5773502692	0.0	1.0	0.0	5
81	81	DS1	133	84170	Japan fishermen clash with surfers over 2007 dolphin hunt	4-Over	After successfully defending the hunt , by using boat propellers and boat hooks against the group of surfers , who were joined by actress Hayden Panettiere , the fishermen have started their annual cull .	1	0.55	7	1.0			0.5773502692	0.5773502692	0.5773502692	0.0	0.4472135955	0.894427191	4
82	82	DS1	86	87842	Japan backs down from hunting Humpback whales	7-NonOver	Australia increased that pressure on Wednesday when it announced it would send a ship and planes to track the Japanese fleet and gather evidence that could be used to mount a legal challenge to Japanese whaling .	0	0.15	5	1.0			0.5773502692	0.5773502692	0.5773502692	0.1400280084	0.9801960588	0.1400280084	7
83	83	DS1	246	32104	Anti-whaling Sea Shepherd crew detained in South Africa	5-Over	The Farley Mowat , which sailed from Melbourne , Australia on December 6 , was detained in Cape Town harbour , following a request from the Canadian government .	1	0.23	3	1.0			0.5570860145	0.3713906764	0.7427813527	0.0	0.7808688094	0.6246950476	5
84	84	DS1	14	123451	One day after attempted rescue, six stranded whales die on Australian beach	4-Over	More than 70 of the mammals died , along with four dolphins , but about 10 whales were guided back out to sea by officials from the Australian Department of Environment and Conservation .	1	0.24	4	1.0			0.5570860145	0.3713906764	0.7427813527	0.0	0.9922778767	0.1240347346	4
85	85	DS1	81	87842	Japan backs down from hunting Humpback whales	6-Over	Japan has been under pressure from conservation groups , the United States , Australia and New Zealand not to hunt humpback whales - which are considered near extinction .	1	0.78	9	1.0			0.5570860145	0.7427813527	0.3713906764	0.5570860145	0.3713906764	0.7427813527	6
86	86	DS1	234	7290	13 pilot whales returning to sea, off Western Australia	4-Over	More than 300 people were watching as the whales set out to sea following a 30 hour rescue effort .	1	0.67	6	1.0			0.5144957554	0.0	0.8574929257	0.1622214211	0.9733285268	0.1622214211	4
87	87	DS1	284	31392	Whale spotted in river Thames, Central London	4-Over	TV news helicopters scrambled to provide live TV footage of the whale , and many spectators lined the banks of the river .	1	0.97	9	1.0			0.5144957554	0.0	0.8574929257	0.0	1.0	0.0	4
88	88	DS1	245	32104	Anti-whaling Sea Shepherd crew detained in South Africa	4-Over	The South African Maritime Safety Authority ( SAMSA ) have placed a guard on the gangplank and are patrolling the ship .	1	0.79	8	1.0			0.5144957554	0.0	0.8574929257	0.1414213562	0.9899494937	0.0	4
